Year,Make,Model,Condition,Price,SellerName,SellerRating,StreetName,State,ExteriorColor,MinMPG,MaxMPG,FuelType,Mileage
2021,Toyota,RAV4 LE,Used,31936,Vandergriff Toyota,4.5,1000 I-20 West Arlington,TX,Silver Sky Metallic,27,35,Gasoline,46812
2019,Toyota,Camry LE,Used,26197,Toyota of Dallas,4.3,2610 Forest Lane Dallas,TX,Predawn Gray Mica,28,39,Gasoline,46379
2019,Honda,CR-V Touring,Used,32495,Luther Brookdale Honda,4.6,6800 Brooklyn Blvd Minneapolis,MN,Modern Steel Metallic,27,33,Gasoline,31171
2019,Toyota,RAV4 XLE Premium,Toyota Certified,34400,Toyota of Brookfield,4.7,20655 W Capitol Dr Brookfield,WI,Magnetic Gray Metallic,25,33,Gasoline,36120
2020,Hyundai,Sonata SE,Used,25347,Happy Hyundai,4.5,9121 S Cicero Ave Oak Lawn,IL,Stormy Sea,28,38,Gasoline,17268
2019,Subaru,Outback 2.5i Premium,Used,32861,Bachman Subaru,4.7,9800 Bluegrass Pkwy Louisville,KY,Cinnamon Brown Pearl,25,32,Gasoline,17883
2020,Subaru,Forester Premium,Used,29139,EchoPark Automotive Chattanooga Delivery Center,5,ONLINE ONLY Chattanooga,TN,Ice Silver Metallic,26,33,Gasoline,47212
2021,Toyota,Corolla LE,Used,23992,Toyota of Cleveland,4.9,3560 Village North Blvd SW McDonald,TN,Classic Silver Metallic,30,38,Gasoline,41106
2020,GMC,Terrain SLE,GMC Certified,28989,Serra Saginaw,4.3,4200 Bay Rd Saginaw,MI,Ebony Twilight Metallic,25,28,Gasoline,13245
2019,Subaru,Outback 2.5i Premium,Used,28500,Al Serra Auto Plaza,4.8,6201 S Saginaw Rd Grand Blanc Charter Township,MI,Wilderness Green Metallic,25,32,Gasoline,24941
2020,Toyota,RAV4 XLE,Toyota Certified,30971,Fred Anderson Toyota of Asheville,4,777 Brevard Rd Asheville,NC,Super White,27,33,Gasoline,64055
2020,Toyota,Camry SE,Used,29998,CarMax Clearwater - Now offering Curbside Pickup and Home Delivery,3.7,2550 Roosevelt Blvd Clearwater,FL,Red,28,39,Gasoline,13112
2021,Toyota,Corolla LE,Used,22575,Kia of Wesley Chapel,4.8,28555 FL-54 Wesley Chapel,FL,Black Sand Pearl,30,38,Gasoline,16339
2019,Hyundai,Kona SE,Used,21999,Greenway Hyundai Orlando,4.7,4110 W Colonial Dr Orlando,FL,Thunder Gray,27,33,Gasoline,17530
2019,Subaru,Forester Touring,Used,29799,Heritage Subaru Catonsville,4.8,6624 Baltimore National Pike Catonsville,MD,Crystal White Pearl,26,33,Gasoline,65105
2020,Honda,Accord LX 1.5T,Honda Certified,26280,Brickell Honda,4.5,690 SW 8th St Miami,FL,Platinum White Pearl,30,38,Gasoline,13212
2019,BMW,330 i,BMW Certified,38804,Braman Motors Miami,4.7,2060 Biscayne Blvd Miami,FL,Alpine White,26,36,Gasoline,13014
2019,BMW,330 i xDrive,Used,36570,Maserati and Alfa Romeo of Englewood Cliffs,5,340 Sylvan Ave. Englewood Cliff,NJ,Jet Black,25,34,Gasoline,32558
2019,Subaru,Forester Base (CVT),Used,23988,Ira Toyota of Manchester,4.7,33 Auto Center Road Manchester,NH,Horizon Blue Pearl,26,33,Gasoline,57527
2020,Nissan,Rogue SV,Used,24399,Ira Honda 128,4.7,88-98 Walkers Brook Dr Reading,MA,Gun Metallic,25,32,Gasoline,61186
2021,Tesla,Model 3 Performance,Used,65911,Rusnak BMW,4.8,3645 Auto Mall Dr Westlake Village,CA,Pearl White Multi,118,107,Gasoline,16524
2018,BMW,328d Base,Used,30995,United Imports,4.5,3910 Stevens Creek Blvd San Jose,CA,Jet Black,31,43,Diesel,24935
2018,Tesla,Model 3 Long Range,Used,55998,BMW of San Francisco,4.4,1675 Howard St San Francisco,CA,Red Multi,120,112,Electric,19199
2016,Toyota,Camry LE,Used,22700,Marin Imports,3.6,911 Francisco Blvd E San Rafael,CA,Creme Brulee Mica,25,35,Gasoline,48433
2019,Buick,Encore Preferred,Used,20160,Liberty Buick,4.9,8737 W Bell Rd Peoria,AZ,Summit White,25,30,Gasoline,26849
2020,Mazda,CX-5 Grand Touring,Used,27193,Horne Mazda,4.8,7777 S Test Dr Tempe,AZ,Sonic Silver Metallic,25,31,Gasoline,61604
2022,Toyota,Corolla LE,Toyota Certified,29891,Cavender Toyota,4.6,5730 NW Loop 410 San Antonio,TX,Ruby Flare Pearl,30,38,Gasoline,15337
2018,Toyota,Camry XLE,Used,28541,AutoNation Chrysler Dodge Jeep Ram North Fort Worth,4.2,11200 N Fwy Service Rd E Fort Worth,TX,Wind Chill Pearl,28,39,Gasoline,16740
2018,Hyundai,Kona Limited,Used,19999,Metro Automobiles,3.6,2550 Manana Dr Dallas,TX,Thunder Gray,28,32,Gasoline,36706
2019,Honda,CR-V EX-L,Used,29999,Lexus of Maplewood,4.7,3000 US-61 Maplewood,MN,Maroon,27,33,Gasoline,47033
2019,Honda,CR-V EX-L,Honda Certified,31999,Buerkle Hyundai,4.8,3360 Highway 61 N Saint Paul,MN,Gunmetal Metallic,27,33,Gasoline,39005
2020,Toyota,Camry XSE,Used,33031,Yemm Chevrolet Buick GMC Chrysler Dodge Jeep Ram,4.5,2195 N Henderson St Galesburg,IL,Celestial Silver Metallic,27,38,Gasoline,89060
2016,Kia,Forte LX,Used,17998,CarMax O'Fallon - Now offering Curbside Pickup,4.7,1254 Central Park Dr O'Fallon,IL,Gray,26,39,Gasoline,47920
2020,Honda,CR-V EX-L,Used,32962,Heller Motors,4.8,720 S Deerfield Rd Pontiac,IL,White,27,32,Gasoline,29718
2019,Tesla,Model 3 Long Range,Used,50759,Chevrolet of Palatine,4.3,151 E. Lake Cook Dr. Palatine,IL,Deep Blue Metallic,120,112,Electric,45570
2014,Honda,Civic LX,Used,13900,Atlanta Best Used Cars,4.4,5141 Buford Hwy Norcross,GA,Modern Steel Metallic,30,39,Gasoline,30505
2021,BMW,530 i,Used,45999,Amazing Luxury Cars - Snellville,4.5,3591 Highway 78 W Snellville,GA,–,25,33,Gasoline,55953
2019,Subaru,Outback 2.5i Premium,Used,27995,Adams North Charlotte,4.6,6027 N Tryon St Charlotte,NC,Magnetite Gray Metallic,25,32,Gasoline,39897
2020,GMC,Terrain SLE,Used,31835,Rincon Chevrolet,4.5,5480 GA-21 Rincon,GA,Satin Steel Metallic,26,30,Gasoline,16576
2017,Honda,Civic EX,Used,22997,Mercedes-Benz of Clearwater,4.5,19820 US Hwy 19 N. Clearwater,FL,White Orchid,31,40,Gasoline,17941
2019,Chevrolet,Equinox 1LT,Chevrolet Certified,26577,Cox Chevrolet,4.4,2900 Cortez Rd West Bradenton,FL,Mosaic Black Metallic,26,32,Gasoline,13678
2020,Hyundai,Kona Ultimate,Used,28998,CarMax Frederick - Now offering Curbside Pickup,4.4,5601 Urbana Pike Frederick,MD,Gray,26,29,Gasoline,18302
2021,Lexus,UX 250h Base,Used,44900,Pohanka Lexus,4.7,13909 Lee Jackson Hwy Chantilly,VA,Obsidian Black,41,38,Hybrid,10769
2019,Honda,CR-V EX-L,Honda Certified,33760,Burns Honda,4.8,325 NJ-73 Marlton,NJ,Crystal Black Pearl,27,33,Gasoline,17506
2019,Subaru,Forester Premium,Used,32500,Honda of Keene,4.8,567 Monadnock Hwy Swanzey,NH,Horizon Blue Pearl,26,33,Gasoline,14601
2020,Honda,Civic LX,Used,23995,Absolute Auto Sales,4.9,1008 Centre St Brockton,MA,Silver,31,40,Gasoline,45548
2022,Toyota,Highlander Hybrid Limited,Used,52955,AutoNation Toyota Hayward,4.4,24773 Mission Blvd Hayward,CA,Ruby Flare Pearl,35,34,Hybrid,29994
2017,Subaru,Crosstrek 2.0i Premium,Used,23450,Shift Bay Area,3.5,2000 Maritime St #100 Oakland,CA,Crystal Black Silica,26,33,Gasoline,47011
2021,Toyota,Corolla LE,Used,24512,Matt Mazzei Chevrolet,4.3,1175 PARALLEL DRIVE SUITE 100 LAKEPORT,CA,Gray,30,38,Gasoline,19870
2021,BMW,X3 sDrive30i,Used,42400,Rockwall Chrysler Dodge Jeep RAM,4.5,970 E Interstate 30 Rockwall,TX,Phytonic Blue Metallic,25,29,Gasoline,19149
2020,Toyota,RAV4 LE,Used,28557,Stewart Toyota,3.9,3400 S Interstate 45 Corsicana,TX,Silver,27,35,Gasoline,40524
2020,Honda,CR-V EX,Used,33675,Landers Toyota,4.8,10825 Colonel Glenn Road Little Rock,AR,Aegean Blue Metallic,27,32,Gasoline,45653
2020,Mazda,CX-5 Grand Touring,Used,31989,EchoPark Automotive Atlanta (Marietta),4.9,1431 Cobb Pkwy Marietta,GA,Deep Crystal Blue Mica,25,31,Gasoline,19874
2018,Kia,Optima LX,Used,20888,SVG Urbana,4.4,1100 Scioto St Urbana,OH,Sangria Red,25,36,Gasoline,21083
2021,Subaru,Outback Limited,Used,34902,Subaru of Moon Township,4.6,5450 University Blvd Moon TWP,PA,Crystal Black Silica,26,33,Gasoline,33182
2019,Subaru,Forester,Used,26492,#1 Cochran Subaru Monroeville,4.8,4520 William Penn Hwy Monroeville,PA,Jasper Green Metallic,26,33,Gasoline,16496
2015,Honda,Accord EX-L,Used,23998,CarMax Frederick - Now offering Curbside Pickup,4.4,5601 Urbana Pike Frederick,MD,Gray,27,36,Gasoline,49773
2016,Honda,CR-V EX,Used,22995,Ted Britt Ford Lincoln of Chantilly,4.7,4175 Auto Park Cir Chantilly,VA,Copper Sunset Pearl,25,31,Gasoline,55202
2020,Hyundai,Elantra SEL,Used,22998,CarMax Gaithersburg - Now offering Curbside Pickup,3,16411 Shady Grove Rd Gaithersburg,MD,White,30,40,Gasoline,24252
2021,Mazda,CX-30 Premium Package,Used,30999,Treasure Coast Lexus,4.8,5121 US-1 Fort Pierce,FL,Deep Crystal Blue Mica,25,33,Gasoline,10697
2020,Toyota,Camry SE,Used,22930,Toyota of North Miami,4.3,16600 NW 2nd Ave Miami,FL,Red,28,39,Gasoline,82611
2020,BMW,X3 sDrive30i,Used,38998,CarMax Irvine - Now offering Curbside Pickup and Home Delivery,2.7,9501 Research Dr Irvine,CA,Black,25,29,Gasoline,21337
2022,Hyundai,Santa Fe SEL,Used,33236,Giant Chevrolet,4.8,1001 S Ben Maddox Way Visalia,CA,Twilight Black,25,28,Gasoline,17168
2019,BMW,330 i,BMW Certified,51995,Chapman BMW on Camelback,4.8,830 E Camelback Rd Phoenix,AZ,Mineral Gray Metallic,26,36,Gasoline,16879
2021,Kia,Forte FE,Used,21291,AutoNation Chevrolet Gilbert,4.5,3215 S Auto Way Gilbert,AZ,Gravity Gray,31,41,Gasoline,24605
2019,Subaru,Crosstrek 2.0i Limited,Used,33391,Phil Long Ford of Denver,4.7,7887 W Tufts Ave Denver,CO,Cool Gray Khaki,27,33,Gasoline,12866
2020,Volkswagen,Jetta 1.4T S,Used,24498,Clay Cooley Chrysler Dodge Jeep,4.1,1261 E Airport Fwy Irving,TX,Pure White,30,40,Gasoline,38842
2020,Subaru,Crosstrek Premium,Used,27186,Bloomington Normal Auto-Mall,3.6,1430 Fort Jesse Rd Normal,IL,Crystal Black Silica,27,33,Gasoline,37585
2018,Tesla,Model S 75D,Used,65500,Ed Napleton Honda,4.7,5800 W 95th St Oak Lawn,IL,Red Multi,102,105,Electric,19492
2020,Buick,Encore Preferred,Used,21987,Dan Cummins Chevrolet Buick of Paris,4.8,1020 Martin Luther King Jr Blvd Paris,KY,Ebony Twilight Metallic,25,30,Gasoline,36710
2019,Chevrolet,Equinox 1LT,Chevrolet Certified,25000,Moran Buick GMC,4.3,14000 Telegraph Rd Taylor,MI,Mosaic Black Metallic,26,32,Gasoline,12311
2021,Honda,CR-V EX,Used,34844,Lindsay Acura,4.3,5880 Scarborough Blvd Columbus,OH,Lunar Silver Metallic,27,32,Gasoline,13476
2021,Toyota,Corolla LE,Used,23139,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Classic Silver Metallic,30,38,Gasoline,32257
2020,Toyota,Prius LE,Used,28869,EchoPark Automotive Charleston Delivery Center,4.6,ONLINE ONLY Charleston,SC,Classic Silver Metallic,54,50,Hybrid,42203
2021,Mazda,CX-5 Touring,Used,22450,Honda of Fort Myers,4.5,3550 Colonial Blvd Fort Myers,FL,Sonic Silver Metallic,25,31,Gasoline,48098
2019,Honda,CR-V EX,Used,29800,Ide Honda,4.9,875 Panorama Trail S Rochester,NY,Gray,27,33,Gasoline,38156
2019,BMW,330 i xDrive,Used,38995,Autonation Buick GMC Laurel,3.7,400 Washington Blvd Laurel,MD,Mediterranean Blue Metallic,25,34,Gasoline,25098
2020,Honda,Civic LX,Used,24374,Rick Case Honda,4.6,15700 Rick Case Honda Way Davie,FL,Black,30,38,Gasoline,33272
2021,Hyundai,Kona SEL Plus,Used,29990,Causeway Ford Lincoln,4.8,375 Route 72 W Manahawkin,NJ,Thunder Gray,25,30,Gasoline,12139
2019,Honda,CR-V EX-L,Honda Certified,32901,Plaza Auto Mall,4.6,2740 Nostrand Ave Brooklyn,NY,White,27,33,Gasoline,21626
2020,Honda,Civic LX,Used,26000,Modern Auto Sales,4.9,273 Middlesex Rd Tyngsboro,MA,Silver,30,38,Gasoline,21567
2019,Honda,CR-V EX,Honda Certified,31000,Bernardi Honda in Natick,4.6,960 Worcester St Natick,MA,Modern Steel Metallic,27,33,Gasoline,16479
2020,Honda,CR-V EX,Honda Certified,31597,Ocean Honda of Brockton,4.5,300 Manley Street Brockton,MA,Crystal Black Pearl,27,32,Gasoline,37825
2019,Mazda,CX-5 Grand Touring,Used,28575,South Bay Mazda,4.8,20626 Hawthorne Blvd Torrance,CA,Deep Crystal Blue Mica,25,31,Gasoline,39123
2019,Audi,A3 2.0T Premium,Used,25498,HGreg Nissan Buena Park,4.6,6501 Auto Center Dr. Buena Park,CA,Brilliant Black,26,35,Gasoline,35102
2022,Toyota,Corolla SE,Used,29398,Toyota of Dallas,4.3,2610 Forest Lane Dallas,TX,Ruby Flare Pearl,31,40,Gasoline,13984
2019,Toyota,Corolla Hatchback SE,Used,24702,Ewing Subaru of Plano,4.9,1555 Dallas Parkway Plano,TX,Smoked Paprika Metallic,28,37,Gasoline,11618
2021,Subaru,Forester Premium,Subaru Certified,35967,Lee's Summit Subaru,2.9,2101 NE Independence Ave Lees Summit,MO,Crimson Red Pearl,26,33,Gasoline,40930
2021,Toyota,RAV4 LE,Toyota Certified,29599,Rochester Toyota,4.8,4365 Canal Pl SE Rochester,MN,Ruby Flare Pearl,27,34,Gasoline,46442
2018,Subaru,Outback 2.5i Limited,Subaru Certified,29995,Subaru of Rochester,4.4,4840 Maine Ave SE Rochester,MN,Wilderness Green Metallic,25,32,Gasoline,40182
2020,Tesla,Model Y Long Range,Used,69000,Napleton Italian Imports,4.7,4180 E 96th St Indianapolis,IN,Gray,127,114,Electric,27675
2019,BMW,330 i,Used,35900,Nalley BMW,4.1,1606 Church St Decatur,GA,Alpine White,26,36,Gasoline,32745
2019,Honda,Civic LX,Used,24500,South Hills Kia,4.7,3644 Washington Rd Canonsburg,PA,Platinum White Pearl,30,38,Gasoline,11003
2018,Tesla,Model 3 Mid Range,Used,47900,Koons Woodbridge Hyundai,3.9,1880 Opitz Blvd Woodbridge,VA,Black,128,117,Electric,46289
2019,Honda,CR-V EX-L,Honda Certified,30495,AutoNation Honda Miami Lakes,4.7,5925 NW 167th St Miami Lakes,FL,Crystal Black Pearl,28,34,Gasoline,21299
2019,Honda,CR-V EX-L,Honda Certified,31200,Holman Honda of Ft. Lauderdale,4.7,12 E Sunrise Blvd Fort Lauderdale,FL,Lunar Silver Metallic,28,34,Gasoline,15112
2019,Subaru,Crosstrek 2.0i Premium,Used,25980,BidCars Boston,4.7,623 Providence Hwy. Walpole,MA,Cool Gray Khaki,27,33,Gasoline,47584
2019,Honda,CR-V EX,Honda Certified,32414,Berlin City Honda of Portland,4.8,255 Maine Mall Rd South Portland,ME,Dark Olive Metallic,27,33,Gasoline,18660
2020,Tesla,Model X Long Range,Used,97737,BMW North Scottsdale,4.5,18018 N Scottsdale Rd. Phoenix,AZ,Black,99,93,Electric,24873
2019,Honda,CR-V EX-L,Honda Certified,33394,South Tacoma Honda,4.7,7802 S Tacoma Way Tacoma,WA,Platinum White Pearl,27,33,Gasoline,48627
2021,Nissan,Altima 2.5 SR,Nissan Certified,31500,Granbury Nissan,4.3,4601 E Hwy 377 Granbury,TX,Gun Metallic,28,39,Gasoline,10202
2018,Honda,Accord EX-L,Honda Certified,29000,Honda of Fort Worth,4.8,3400 W Loop 820 S Fort Worth,TX,Crystal Black Pearl,30,38,Gasoline,30160
2021,Nissan,Altima 2.5 SR,Used,28357,Vandergriff Acura,4.7,1100 Interstate Highway 20 West Arlington,TX,Sunset Drift Chromaflair,28,39,Gasoline,18024
2021,BMW,X3 sDrive30i,Used,44890,Extreme Autoplex LLC,4.6,16227 Stuebner Airline Rd Spring,TX,Black,25,29,Gasoline,16120
2021,Toyota,Camry SE,Used,33984,AutoNation Chevrolet Gulf Freeway,4.8,13800 Gulf Fwy Houston,TX,Midnight Black Metallic,28,39,Gasoline,16799
2021,Toyota,RAV4 LE,Toyota Certified,30000,Rochester Toyota,4.8,4365 Canal Pl SE Rochester,MN,Ruby Flare Pearl,27,34,Gasoline,41256
2019,Honda,CR-V EX,Used,29559,Neil Huffman Honda,4.5,1607 Greentree Blvd Clarksville,IN,Dark Olive Metallic,27,33,Gasoline,21189
2021,Buick,Encore GX Select,Used,28992,Southtowne Chevrolet Cadillac Buick GMC,4.8,695 Bullsboro Dr Newnan,GA,Ebony Twilight Metallic,28,31,Gasoline,12700
2017,Hyundai,Elantra SE,Used,18998,CarMax Columbus Sawmill - Now offering Curbside Pickup and Home Delivery,2.5,2700 Farmers Dr Columbus,OH,Scarlet Red,29,38,Gasoline,76548
2021,Mercedes-Benz,GLA 250 Base,Used,43499,Mercedes-Benz of Augusta,4.7,3061 Washington Rd Augusta,GA,Polar White,25,34,Gasoline,12026
2021,Nissan,Rogue Platinum,Used,41998,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,2.9,45210 Towlern Pl Sterling,VA,Gun Metallic,25,32,Gasoline,19221
2017,Honda,CR-V EX-L,Used,28000,Heritage Honda of Westminster,4.9,580 Baltimore Blvd Westminster,MD,White,27,33,Gasoline,56355
2020,Mitsubishi,Mirage G4 LE,Used,17526,Heritage Volkswagen Catonsville,4.8,6624 Baltimore National Pike Catonsville,MD,Mystic Black Metallic,35,41,Gasoline,23679
2019,Honda,CR-V EX-L,Used,28999,CarVision Nissan,4.5,661 Airport Rd. Hazleton,PA,Gray,27,33,Gasoline,50629
2017,Subaru,Legacy 2.5i Limited,Used,20999,DELLA Mitsubishi,4.6,7 Della Dr Plattsburgh,NY,Tungsten Metallic,25,34,Gasoline,42293
2019,Kia,Forte LXS,Used,13995,"Ournextcar, LLC",3.4,9844 Paramount Blvd Downey,CA,–,30,40,Gasoline,63859
2020,Buick,Encore Essence,Used,24977,Giant Chevrolet,4.8,1001 S Ben Maddox Way Visalia,CA,Summit White,25,30,Gasoline,45299
2020,Tesla,Model Y Long Range,Used,68995,United Imports,4.5,3910 Stevens Creek Blvd San Jose,CA,Pearl White Multi,127,114,Electric,20746
2020,Subaru,Impreza Premium,Used,25498,AutoNation Chrysler Dodge Jeep Ram and FIAT North Phoenix,4.3,16406 N 26th Ave Phoenix,AZ,Ice Silver Metallic,28,36,Gasoline,32566
2021,BMW,330 i,BMW Certified,44962,BMW of San Antonio,4.5,15507 W IH10 San Antonio,TX,Alpine White,26,36,Gasoline,10814
2021,Honda,CR-V EX-L,Honda Certified,39212,Vandergriff Honda,4.6,1104 West I-20 Arlington,TX,Modern Steel Metallic,28,34,Gasoline,12352
2020,Chevrolet,Equinox 1LT,Used,24899,Clay Cooley Chevrolet,4.4,1251 E Airport Fwy Irving,TX,Summit White,25,30,Gasoline,49596
2020,BMW,330 i,Used,38998,Sewell Lexus of Dallas,4.2,6211 Lemmon Ave. Dallas,TX,Mineral Gray Metallic,26,36,Gasoline,35633
2019,BMW,330 i,Used,38750,Passport Motors,4.5,3953 N. Central Expressway Plano,TX,Mineral Gray Metallic,26,36,Gasoline,10198
2020,Nissan,Rogue SL,Used,31847,Clay Maxey Ford of Berryville,4.4,706 W Trimble Ave Berryville,AR,Brilliant Silver Metallic,26,33,Gasoline,44771
2019,Honda,CR-V EX-L,Used,35690,Mungenast St. Louis Honda,4.9,5939 S Lindbergh Blvd Saint Louis,MO,Platinum White Pearl,27,33,Gasoline,15025
2016,Honda,CR-V Touring,Honda Certified,26991,Zimmerman Honda,4.9,7030 44th Avenue Moline,IL,Urban Titanium Metallic,25,31,Gasoline,68904
2018,Volkswagen,Passat 2.0T S,Used,22896,Auffenberg Auto Mall,4.6,187 Auto Ct. O'Fallon,IL,Tourmaline Blue Metallic,25,36,Gasoline,20386
2020,Chevrolet,Equinox 2LT,Used,26795,Suburban Ford of Waterford,4.6,6975 Highland Road Waterford,MI,Silver Ice Metallic,26,31,Gasoline,16357
2017,Hyundai,Elantra SE,Used,10795,Clintonville Motors,4.2,3613 Indianola Ave Columbus,OH,Quartz White Pearl,29,38,Gasoline,68473
2020,Ford,Escape SEL,Ford Certified,29595,Tropical Ford,4.6,9900 S Orange Blossom Trail Orlando,FL,Agate Black Metallic,27,33,Gasoline,15827
2019,Honda,CR-V EX,Used,29000,Heritage Honda of Westminster,4.9,580 Baltimore Blvd Westminster,MD,Modern Steel Metallic,27,33,Gasoline,47274
2019,Honda,CR-V EX-L,Honda Certified,32290,Faulkner Honda,4.7,2008 Paxton St Harrisburg,PA,Platinum White Pearl,27,33,Gasoline,32032
2019,Honda,CR-V EX,Honda Certified,31768,Faulkner Honda,4.7,2008 Paxton St Harrisburg,PA,Red,27,33,Gasoline,15593
2019,Honda,CR-V LX,Used,26500,Koons Annapolis Toyota,4.6,1107 West St Annapolis,MD,Crystal Black Pearl,26,32,Gasoline,21310
2019,Chevrolet,Equinox 1LT,Used,25554,Alan Byer Volvo Cars,4.7,1230 W Genesee St. Syracuse,NY,Kinetic Blue,25,30,Gasoline,19770
2020,Toyota,Corolla LE,Used,19895,Philly Auto,4.5,4530 Torresdale Ave Philadelphia,PA,Silver,30,38,Gasoline,40513
2020,Honda,CR-V EX-L,Used,33995,Audi Norwell,4.6,59 Pond St Norwell,MA,Crystal Black Pearl,27,32,Gasoline,24776
2018,Honda,Civic EX,Used,34649,MVP Cars,5,1930 W. Valley Blvd. Colton,CA,Black,31,40,Gasoline,46751
2019,Toyota,Camry SE,Used,29711,Toyota of Surprise,4.7,13543 N Auto Show Ave Surprise,AZ,Super White,28,39,Gasoline,14103
2020,Toyota,RAV4 LE,Used,29189,EchoPark Automotive Salt Lake City Delivery Center,3,3638 South State St Salt Lake City,UT,Super White,27,35,Gasoline,47473
2019,Honda,CR-V LX,Used,29444,Schomp Honda,4.7,1003 Plum Valley Ln Highlands Ranch,CO,–,25,31,Gasoline,17649
2020,BMW,330 i,Used,31490,Denton Chrysler Dodge Jeep Ram,4.3,4984 S Interstate E Denton,TX,Jet Black,26,36,Gasoline,64506
2020,Nissan,Rogue SV,Used,27912,AutoNation Toyota South Austin,4.5,4800 IH-35 South Austin,TX,Gun Metallic,26,33,Gasoline,13457
2019,Subaru,Forester Limited,Used,34927,Ewing Subaru of Plano,4.9,1555 Dallas Parkway Plano,TX,Dark Gray Metallic,26,33,Gasoline,21489
2019,BMW,330 i xDrive,Used,35880,Autos of Dallas,4.3,4472 W Plano Pkwy Plano,TX,Mineral Gray Metallic,25,34,Gasoline,31620
2018,Mazda,Mazda6 Touring,Used,23577,Chuck Anderson Ford,4.7,1910 W Jesse James Rd Excelsior Springs,MO,Deep Crystal Blue Mica,26,35,Gasoline,63617
2020,Honda,CR-V EX-L,Used,34001,Luther Mankato Honda,4.8,308 Raintree Rd Mankato,MN,Modern Steel Metallic,27,32,Gasoline,13278
2019,BMW,330 i xDrive,Used,39591,Napleton Off Lease,4.9,3650 North Wilke Road Arlington heights,IL,Alpine White,25,34,Gasoline,13808
2015,Honda,Civic SE,Used,16998,CarMax Winston-Salem - Now offering Curbside Pickup and Home Delivery,3.5,1580 Hanes Mall Blvd Winston-Salem,NC,Silver,30,39,Gasoline,118645
2020,Honda,Civic LX,Used,24442,Westshore Honda,4.6,2522 N Dale Mabry Hwy Tampa,FL,Aegean Blue Metallic,30,38,Gasoline,19407
2018,Honda,Accord EX,Used,27900,Heritage Toyota Owings Mills,4.8,9801 Reisterstown Rd Owings Mills,MD,Kona Coffee Metallic,30,38,Gasoline,19957
2019,Honda,CR-V EX-L,Honda Certified,31392,Ron Bouchard Honda,4.8,500 Old Union Turnpike Lancaster,MA,Gray,27,33,Gasoline,36432
2019,Nissan,Rogue S,Used,24487,Ira Mazda,4.6,420 Providence Highway Westwood,MA,Gun Metallic,25,32,Gasoline,19989
2020,GMC,Terrain SLE,Used,28019,Concord Chevrolet,4.1,1330 Concord Avenue Concord,CA,Satin Steel Metallic,26,30,Gasoline,18753
2020,Toyota,Camry XSE,Used,33893,AutoNation Toyota Tempe,4.6,7970 S Autoplex Loop Tempe,AZ,Celestial Silver / Midnight Black Metallic,27,38,Gasoline,43977
2019,Honda,CR-V EX-L,Honda Certified,32523,AutoNation Honda 104,4.5,2999 W 104th Ave Westminster,CO,Gunmetal Metallic,27,33,Gasoline,39924
2019,Subaru,Crosstrek 2.0i Premium,Used,29129,Larry H. Miller Nissan Arapahoe,4.3,10030 E Arapahoe Rd Centennial,CO,Ice Silver Metallic,27,33,Gasoline,13548
2016,Honda,CR-V Touring,Used,28595,AutoNation Honda 104,4.5,2999 W 104th Ave Westminster,CO,White,25,31,Gasoline,46437
2018,Hyundai,Elantra SEL,Used,15500,Premier Auto Outlet KC,4.6,1801 N 100th Terrace Kansas City,KS,Electric Blue,28,37,Gasoline,51503
2018,Toyota,Camry SE,Used,28000,Lake Chevrolet,4.9,123 5 St. NE Devils Lake,ND,Galactic Aqua,28,39,Gasoline,42615
2019,Subaru,Outback 2.5i Limited,Used,28941,AutoNation Toyota Gulf Freeway,4.5,12111 Gulf Fwy Houston,TX,Wilderness Green Metallic,25,32,Gasoline,48395
2018,Nissan,Rogue SL,Used,24995,Northshore Toyota,4.4,68500 Hwy 190 Service Rd Covington,LA,Caspian Blue,26,33,Gasoline,60199
2019,Chevrolet,Equinox 2LT,Used,23980,Mark Chevrolet,4.9,33200 Michigan Ave Wayne,MI,Gray,26,32,Gasoline,12330
2020,Nissan,Rogue SV,Used,26999,Bob Johnson Certified Collection,4.8,4552 W Ridge Rd Rochester,NY,Glacier White,25,32,Gasoline,16427
2019,Lincoln,MKZ Hybrid Reserve I,Used,31500,Auto Giants Nissan,4.1,14777 Jefferson Davis Highway Woodbridge,VA,Blue Diamond,42,39,Hybrid,31792
2021,BMW,X3 sDrive30i,BMW Certified,46500,Coggin BMW Treasure Coast,4.8,4429 US-1 Fort Pierce,FL,Alpine White,25,29,Gasoline,12721
2020,Toyota,Camry LE,Toyota Certified,32000,Toyota Hyundai of Southern Maryland,4.7,22500 Three Notch Rd Lexington Park,MD,Galactic Aqua,25,34,Gasoline,16188
2017,Toyota,Corolla LE,Used,13899,Ferco Motors,3.4,1740 SW 1st St Miami,FL,Aqua,28,36,Gasoline,54898
2019,Honda,CR-V EX-L,Honda Certified,33980,Honda of Turnersville,4.7,3400 Route 42 Blackwood,NJ,Modern Steel Metallic,27,33,Gasoline,14633
2020,Toyota,Corolla LE,Used,21909,Balise Toyota,4.3,1399 Riverdale St West Springfield,MA,Super White,30,38,Gasoline,45175
2019,BMW,330 i xDrive,BMW Certified,38778,Tulley BMW of Manchester,4.3,170 Auto Center Rd Manchester,NH,Melbourne Red Metallic,25,34,Gasoline,30871
